,std_c,min_ppc,min_mtt,min_gft,agg_ppc,agg_mtt,agg_gft
0,0.0,0.05525,0.29042244025796443,0.05484294029103277,0.6215,1.0,1.0
1,0.0,0.023916666666666666,0.5259992468599565,0.032849158218260184,0.5795833333333333,1.0,0.9999999999996964
2,0.0,0.04716666666666667,0.1520871628923927,7.08413238082584e-05,0.6043333333333333,1.0,0.9999999999999978
3,0.0,0.030916666666666665,0.3774004679209765,0.05099164121399419,0.7525833333333334,1.0,1.0
4,0.0,0.03325,0.3536530339858403,0.029045283050875923,0.42025,1.0,0.9999999999967056
5,0.05,0.03858333333333333,0.19045356423786844,0.0045970388108500446,0.36125,1.0,0.99999999955942
6,0.05,0.042333333333333334,0.12277284457767938,0.00759819770704882,0.472,1.0,0.99999999996323
7,0.05,0.09358333333333334,0.553028114643352,0.01970298012702024,0.4708333333333333,1.0,0.999999999998732
8,0.05,0.042916666666666665,0.8345068023131736,0.007828446425931723,0.3700833333333333,1.0,0.9999999999791264
9,0.05,0.008,0.37558883942942967,0.0034939770919163527,0.17566666666666667,1.0,0.99999991175902
10,0.1,0.03875,0.2505856142076708,0.03505864931072858,0.47108333333333335,1.0,0.9999999999987446
11,0.1,0.033416666666666664,0.32668514515888913,0.006643784139760374,0.232,1.0,0.9999999999089199
12,0.1,0.07783333333333334,0.27471258742493576,0.0879668960871961,0.5205,1.0,0.9999999999999775
13,0.1,0.04741666666666667,0.39614770522305226,0.04919934982986843,0.514,1.0,0.9999999999999992
14,0.1,0.005333333333333333,0.2639818801910682,0.0028416633739685756,0.309,1.0,0.9999999997821812
15,0.15000000000000002,0.0023333333333333335,0.3627076553432884,0.0038948827530284383,0.10175,1.0,0.9999061969164473
16,0.15000000000000002,0.01725,0.5209329030180762,0.0033769411394546475,0.17416666666666666,1.0,0.999999238629647
17,0.15000000000000002,0.00375,0.23471896924796512,0.0020656765275987084,0.12433333333333334,1.0,0.9999939050026383
18,0.15000000000000002,0.0275,0.30308546367234684,3.9565992498459874e-05,0.2175,1.0,0.9999996491594167
19,0.15000000000000002,0.03216666666666667,0.3972190533639941,0.052541702868960725,0.33925,1.0,0.9999999938373668
20,0.2,0.030583333333333334,0.0662899768302068,2.181350766755095e-05,0.08066666666666666,1.0,0.9985773528837878
21,0.2,0.004,0.5236333814698573,0.004630821089572021,0.18783333333333332,1.0,0.9999997499397257
22,0.2,0.026166666666666668,0.057970176155634934,0.00013720997855369888,0.0275,1.0,0.9995273395605867
23,0.2,0.0235,0.20704577848512823,0.01369195397275337,0.19408333333333333,1.0,0.9999999731939552
24,0.2,0.005083333333333333,0.1708430890847011,0.0003010501839107809,0.049,1.0,0.9998066860041521
25,0.25,0.009,0.11520903545570196,0.00047998923190165847,0.0055,1.0,0.849293978073038
26,0.25,0.012083333333333333,0.21297318228324646,0.0011530076891160196,0.01475,1.0,0.9865811637688329
27,0.25,0.043833333333333335,0.031630370372568856,0.032296608533026586,0.13333333333333333,1.0,0.9999899306199265
28,0.25,0.0,0.26166393107293845,3.6672638537802473e-07,0.019,1.0,0.9997566358720554
29,0.25,0.00025,0.10091319247386225,9.408163859922583e-14,0.013083333333333334,1.0,0.9284195571593409
30,0.30000000000000004,0.0004166666666666667,0.007320861628045603,8.751189974240896e-07,0.005333333333333333,1.0,0.5941816984288342
31,0.30000000000000004,0.0,0.0268894270964322,2.7768717960772603e-10,0.0035,1.0,0.12332238017273849
32,0.30000000000000004,8.333333333333333e-05,0.11966952057593193,1.9861028801934565e-11,0.0028333333333333335,1.0,0.22545027266926648
33,0.30000000000000004,0.0014166666666666668,0.15157009601127575,1.3674449505122546e-06,0.001,1.0,0.04813161629036243
34,0.30000000000000004,0.0,0.35282354230922375,1.8014043993840785e-07,0.0030833333333333333,1.0,0.2533384376468642
35,0.35000000000000003,0.00016666666666666666,0.5185897083092698,9.692752523732042e-07,0.0005833333333333334,1.0,0.006172068693559445
36,0.35000000000000003,0.0,0.028315110653252713,3.095468048912265e-14,0.00016666666666666666,1.0,2.735420829504526e-11
37,0.35000000000000003,0.0015833333333333333,0.020152363262191768,5.919726650616895e-09,0.0003333333333333333,1.0,6.659848116176396e-06
38,0.35000000000000003,8.333333333333333e-05,0.1386734293162563,6.417886998375491e-06,0.0018333333333333333,1.0,0.0023747918711455956
39,0.35000000000000003,0.0013333333333333333,0.0626351821501419,0.0004606140338577612,0.0008333333333333334,1.0,0.003254814591392997
40,0.4,0.0,0.019172746183421834,6.177219647312771e-13,0.0005833333333333334,1.0,1.09840834429398e-20
41,0.4,0.0,0.00244600929533884,7.691162324820615e-10,0.00075,1.0,4.498088054622987e-11
42,0.4,0.00025,0.02563497098113714,6.03978403597012e-07,0.00016666666666666666,1.0,8.425292969951762e-12
43,0.4,0.0,0.006684599631848718,2.387865529108558e-11,0.0,1.0,3.699856471860732e-30
44,0.4,0.0,0.11793831330059842,2.3410383305474383e-26,0.00025,1.0,3.0902113492666276e-21
45,0.45,0.0,0.008662608128925376,2.254430804701988e-35,0.0,1.0,1.5483345598872007e-77
46,0.45,0.0,0.00022760269208340684,3.3341987471734767e-12,0.00025,1.0,9.672669661477853e-25
47,0.45,0.0,0.003829609966534769,7.097867972049282e-13,0.0,1.0,8.636759742878233e-24
48,0.45,0.0,0.0007825699935371696,1.7028581079003113e-18,8.333333333333333e-05,1.0,1.694510443977505e-25
49,0.45,0.0,0.0012165635010714666,1.635301690966257e-19,0.00016666666666666666,1.0,1.5568370944522882e-29
50,0.5,0.0,0.005848892350708042,2.7776936564525823e-23,0.00016666666666666666,1.0,3.437336074657268e-41
51,0.5,0.0,0.001275781756828216,1.0119366821066111e-19,0.0004166666666666667,0.9999999999983474,5.805879436353371e-59
52,0.5,0.0,0.03793333688990257,1.2556425821479637e-13,0.0,1.0,4.3018246773835515e-45
53,0.5,0.0,0.0581239557527134,2.9611917019105792e-12,8.333333333333333e-05,1.0,2.3337884636796157e-35
54,0.5,0.0,0.2562626907088467,3.2869241552445334e-12,0.0,1.0,1.0465270500532227e-32
55,0.55,0.0,0.0030604273030809966,1.3042540652511692e-18,0.0,1.0,2.815156101153334e-83
56,0.55,0.0,1.2065815201388907e-05,7.770256127699693e-18,0.0,0.9999999975037897,4.8140440767630907e-92
57,0.55,0.0,0.014470968339109382,1.2794982558233134e-25,0.0,1.0,1.2310618096758957e-102
58,0.55,0.0,1.8440965728147164e-07,7.876082320346117e-30,0.0,1.0,6.879900068957343e-78
59,0.55,0.0,0.0026038105392263066,9.529948317383495e-25,0.0,0.9999999999998836,2.097078522422778e-101
60,0.6000000000000001,0.0,0.028395600324893768,8.121752603233469e-14,8.333333333333333e-05,1.0,2.3659934405095596e-85
61,0.6000000000000001,0.0,0.0042694225984407546,5.831169696413515e-25,8.333333333333333e-05,0.9999999999824025,2.6030962575012564e-93
62,0.6000000000000001,0.0,5.041964336262267e-07,3.2794689990277826e-22,0.0,1.0,5.631441394287182e-125
63,0.6000000000000001,0.0,0.002387713707326605,1.0455940286270853e-13,0.0,1.0,5.523274671749523e-85
64,0.6000000000000001,0.0,0.0001614690906671736,1.3364759128533142e-26,0.0,1.0,8.221901980508327e-79
65,0.65,0.0,5.003537291069441e-06,1.2785407585791867e-25,0.0,0.9999775627628185,2.4293496387188026e-217
66,0.65,0.0,0.0027218621009998424,5.402314670000406e-25,0.0,0.9999999999662051,2.9831025002913095e-179
67,0.65,0.0,6.532738675018069e-05,4.577429067434005e-16,0.0,0.9999999999999839,1.3225698605328102e-134
68,0.65,0.0,7.566070832509421e-05,5.1801562788592206e-20,0.0,0.999999999992379,2.7119602531528524e-90
69,0.65,0.0,0.01055941830359118,8.178938130321241e-25,0.0,0.9999999999914522,5.093994586168654e-146
70,0.7000000000000001,0.0,1.7694971342552556e-06,2.9778500312431525e-24,0.0,0.9999999999996793,2.976902280496728e-216
71,0.7000000000000001,0.0,0.001514419952321234,2.7354836890957613e-19,0.0,0.9999999999986172,1.4521621045445953e-176
72,0.7000000000000001,0.0,2.1269013869301083e-06,1.0749229170434464e-25,8.333333333333333e-05,0.9995877325915413,5.569023062575937e-192
73,0.7000000000000001,0.0,0.00018798912394710866,2.0254181890599744e-25,0.0,0.9999999999999997,1.249326808489044e-225
74,0.7000000000000001,0.0,1.2967706137481038e-06,2.0632155689153367e-19,0.0,0.999999999999999,8.142049803155212e-174
75,0.75,0.0,2.655620702109464e-05,2.5781447392782165e-27,0.0,0.9999999999999986,1.4596381089149076e-177
76,0.75,0.0,5.016978425425915e-08,1.8382980799034994e-24,0.0,1.0,5.162647141051582e-189
77,0.75,0.0,6.148869494279847e-06,1.1019992245412638e-32,0.0,0.9999999998405954,1.2163795339610206e-277
78,0.75,0.0,7.356507367716119e-06,4.363185211171926e-28,0.0,0.9999999955010532,5.88266553436054e-240
79,0.75,0.0,8.607874859798283e-07,1.160096364596817e-25,0.0,0.9999999934477508,6.203113306650353e-212
80,0.8,0.0,0.0005460511050070791,1.6708895122317464e-25,0.0,0.9999999999919507,0.0
81,0.8,0.0,0.00028571665421943436,4.8892543743177824e-42,0.0,0.9996869403163281,0.0
82,0.8,0.0,6.508647638188763e-05,3.953219357417315e-30,0.0,0.9999769733605215,3.640412995785016e-266
83,0.8,0.0,2.4966474722128975e-05,3.3910886275859336e-32,0.0,0.9980596864408254,3.148449406710992e-289
84,0.8,0.0,0.0011482565712982729,2.2305675687728804e-30,0.0,0.9999906609978315,0.0
85,0.8500000000000001,0.0,0.0022123476045450736,9.700869386054945e-23,0.0,0.999998407617619,2.601447274407309e-235
86,0.8500000000000001,0.0,8.226953723568016e-05,3.105734308154117e-28,0.0,0.9999999999999563,9.97800586617e-312
87,0.8500000000000001,0.0,0.00026598929118632213,7.094556691878585e-24,0.0,0.9999352978782269,1.6018626368911578e-272
88,0.8500000000000001,0.0,0.0011185932045395047,6.15854510296175e-36,0.0,0.9999999999621467,0.0
89,0.8500000000000001,0.0,0.00997877331004157,2.521394908744326e-24,0.0,0.9999999999990855,4.25438378013176e-261
90,0.9,0.0,1.1123598271388536e-07,7.169206966763228e-46,0.0,0.9999984833605737,8.456958963168324e-299
91,0.9,0.0,0.00020317740959198313,2.006096710347045e-27,0.0,0.9999978064162801,0.0
92,0.9,0.0,0.0001445285371757275,5.265643974072206e-29,0.0,0.9991488963109251,0.0
93,0.9,0.0,3.4032591213271206e-05,6.248698066007697e-23,0.0,0.9498655059378537,0.0
94,0.9,0.0,4.316685209735237e-06,2.0698083769076535e-39,0.0,0.9999999999379492,8.821776794376183e-274
95,0.9500000000000001,0.0,5.217597464697353e-09,2.6441397358661987e-28,0.0,0.961851717939835,0.0
96,0.9500000000000001,0.0,0.0001659088837189141,1.4167658952071467e-27,0.0,0.9854800892900493,0.0
97,0.9500000000000001,0.0,9.633557907953484e-09,1.4949827075073903e-47,0.0,0.946306967099547,0.0
98,0.9500000000000001,0.0,3.786242455879184e-05,1.6924348186301596e-53,0.0,0.9999999998886511,0.0
99,0.9500000000000001,0.0,2.1301139722305495e-09,3.444301473235784e-36,0.0,0.995690131837441,0.0
100,1.0,0.0,7.281722373094194e-08,5.598802999393239e-31,0.0,0.9999999998280028,0.0
101,1.0,0.0,0.0035920767516168053,4.878182899957931e-33,0.0,0.9999998650358282,0.0
102,1.0,0.0,1.0790758743392792e-07,3.251743327236534e-36,0.0,0.9999553471863926,0.0
103,1.0,0.0,4.7902096268839365e-09,3.0337249837924836e-37,8.333333333333333e-05,0.9941965712945354,0.0
104,1.0,0.0,0.003378620050139436,2.1068743383539848e-45,0.0,0.9999999887962515,0.0
